Text,Label
@user @user @user @user We are not a democratic republic. We have never been a Democratic anything. We have never had Democratic ideology. Nor is this a “new” talking point. We are constantly correcting Democrats/liberals on this.,Harassment
@user @user @user @user @user @user @user @user @user @user @user Soon both the libs &amp; the conservatives will havevut so everytime we have a change of government we'll be paying out cancelled contracts,Harassment
@user @user She picks some random conservative issues from US and try to force fit in Indian narrative. Next might be gun control 😭,Harassment
@user @user @user She should have gotten August off to let work on stuff at the P.C. It would have help her a lot.,Harassment
@user @user @user @user You are not dumb.,Harassment
@user Holy moly!! If the catholic people haven't been awakened by this ..... #FalseProphet  #Lunatic,Harassment
@user Antifa isn’t after her.,Harassment
@user @user He is such a showman! And those pipes😍 the man can SING,Harassment
@user @user @user Now we just need antifa outside when they confirm kavanaugh,Harassment
@user More I think about this one--it feels like a story trap. People go nuts and complain--talk about gun control which Cruz could then use to fire up his base claiming that they want to take away 2A rights all because of a couple of shells.,Harassment
@user A liberal anarchist coup d'etat gang runs rampant &amp; a GOP AG does nothing. Liberals prove to be the biggest hate group in USA. The leftstream media cheers them on while excoriating duly elected President of the United States 24/7. ANTIFA openly advocates killing cops. Silence,Harassment
@user Antifa is the modern day KKK. Funded by the Demarat party..,Harassment
@user @user Why don't liberals understand that an allegation of drunk teenagers who don't have sex is not a federal crime? Golly Moses- What is wrong with those people?,Harassment
@user Doubt he is requesting any player to be moved. IMO It's likely if he feels the team is close to be a contender or if he is satisfied to being a mentor to a borderline team,Harassment
@user 1. Six year-old tweet from an account I don't control referencing my previous time slot 2. Refers to Bloomberg's call for gun control. Not mine. Michael Bloomberg.,Harassment
. This little one is my why. She is the reason I strive each day to become a better version of who I already am. . Before babies I used to fear I’d never have enough time for a family.…,Harassment
@user I love your momma. She is me,Harassment
@user Sad day for all liberals 💃💃💃💃💃💃💃💃💃💃😂😂😂😂😂,Harassment
3. @user You’re my lil baby and I’m so proud of you for working as hard as you do. Thank you for still being there for me like you are. You’re the sweetest 💕💕 don’t ever change,Harassment
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user I’m an Antifa Angel who has come to set the Dregs and Deplorables Free. Free from caring what losers think about you.,Harassment
@user And god forbid you are already talking to someone or dating they get real mad 😂🤷🏼‍♀️ we like those people over you for a reason sorry bout it 😂,Harassment
@user @user Keep up the great work Cory! You are today’s hero. Not the Op-Ed author who should have invoked the 25th.,Harassment
"@user @user Much of your promise of money is not extra/new as govt took back £817 MILLION promised for new affordable"""" homes! Stop Right to Buy - we have a @user created #HousingCrisis now, too little, too late!",Harassment
@user @user You are right I'm black so thanks,Harassment
- Will liberals agree that any is destructive?,Harassment
@user @user @user @user @user She can do a Google search of protests by antifa but she already knows that. It's called being blind. I would never support a conservative protest where they beat people up and destroyed property,Harassment
@user @user @user @user @user @user @user @user @user @user Pretty much. As I’ve stated I believe is gun control just not this aspect of it. The guns aren’t the problem the people who shouldn’t have guns are. Where do we draw the line. How do we prevent “bad or crazy” people from shooting up a crowd. Surely we don’t have the answer,Harassment
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user And yet antifa dresses like isis....,Harassment
@user @user @user He is entitled to tell his side of story.Then judge.,Harassment
@user “Antifa is bad” how hard is it to say that?,Harassment
@user @user She is your sister????,Harassment
@user @user He can admit that 3000 Americans died on his watch. You should remind him he is President of all of us.,Harassment
@user @user Corbyn and Abbott won’t get in so the conservatives will win again 👍,Harassment
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user More people scared of what the Liberals will think and say about them. This is rampant around conservatives.  The only ones who ever stopped giving them that power were the Trump movement and they absolutely won everything including the internets.,Harassment
@user Cough*Nicky Haley*,Harassment
@user Oh yes 😎,Harassment
@user Holder needs to be prosecuted,Harassment
@user Buh Buh snowFlake,Harassment
..and he is yet to get a call-up for senior team..,Harassment
@user @user @user @user I’m just saying he’s not playing like how he should be for the amount he’s getting paid I’m sorry to let you down.,Harassment
@user @user @user @user @user @user @user @user antifa blocking the road in Salzburg #SalzburgSummit18,Harassment
@user Stale,Harassment
@user That describes how I feel about the Liberals at any level,Harassment
@user @user @user @user @user @user Conservatives are only interested in owning women like property and exploding the deficit so long as the rich are taken care of. Keep the faith tho.,Harassment
@user B.S. How much fake data has big pharma fed you. You are penalizing adults who vaping has helped. You have a far bigger problem with teen alcohol sales and flavored wine coolers. Try reading a legit study.,Harassment
@user    You warned everyone about Josh Gordon the last 4 months on a daily basis.  I'm sure you are as shocked as I am of what transpired today.,Harassment
@user @user Christine Ford is an admitted friend to Bernie Saunders and she is Known to Hobnob with other demo politicians! Most shocking word is Kavanaughs mom a Judge ruled against Fords parents in a forclosure case in mid 90s🤔,Harassment
Did Someone just say maga 2k19,Harassment
@user @user you should probably start reading your Bible hun.,Harassment
@user @user @user @user @user Agreed and what I’m saying too.,Harassment
@user Sir. The Governor House Lahore will be used as a museum and a art gallery. You are the minister for Information and Culture. Please take some measures to protect the place from filth and damage caused by our ignorant public.,Harassment
@user As soon as Kavanaugh is seated you can say goodbye to federal gun control. Never in your life will you see it again.,Harassment
"...The book makes Trump look good &amp; makes the so-called Deep State"""" - 'particularly Mueller - look like a pack of partisan hacks.'  Woodward Book Proves 1 Thing, Liberals Fear Trump Isn&amp;#8217;t Breaking, the Deep State Is",Harassment
Spoke with a woman in Croatia today.   She said 80% of Croatia loves @user !!   #maga,Harassment
@user All liberals should cross the floor and leave Trudeau all alone to implode! Guy is leading  our country into financial disaster!,Harassment
"@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user really And then"""" WHERE in the WORLD does Antifa fit into wacked out Birdlandia? And boy oh boy Birdsize also apparently believes the notion that there are people who actually """"deny climate""""  I kid you not! I think Rod Serling's coming to escort Birdbrain back to 'the zone'""""",Harassment
@user he is not the only one I bet $$ some these people are organizers of Antifa!!,Harassment
"@user Never Trumper uses brain for first time, wakes up to the fight #MAGA community has been waging for two years.""""""""",Harassment
@user @user @user It’s funny. That comment is 💯 Illogical. WalkAway is so easy. #maga is Great! #MEGA is already happenin Make Earth Great Again,Harassment
Shocking Undercover Video Exposes Communists Inside Government: “I Break Rules Every Day” - Sara A. Carter #MAGA  #WWG1WGA,Harassment
@user @user Good lord.,Harassment
@user @user he is always the victim..same song and dance..,Harassment
@user @user @user Tuna and beef brisket? I thought all you liberals were vegans.,Harassment
@user OMG why do we care about these Hollywood Liberals??,Harassment
@user doing pretty good hope you are well my friend tough season for both teams but it happens,Harassment
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user that's like me &amp; flying i have never been in any airplane unless Donnie takes me his plane &amp; holds my hand the whole time or i sit right next to him knowing me i would have sit on his lap &amp; hold on to him i'm afraid to fly,Harassment
@user Never would I trust any @user and especially @user they sold out to the @user and stuck Two fingers up to the People of the UK!!  #VoteLabour #GE2018NOW #WeAreCorbyn #UnitedWeStand,Harassment
@user Be careful.. you know the terrorist arm of the @user antifa is going to show up an try something..,Harassment
@user Whenever ya'll reference the wire all I'm going to think is exit stage left,Harassment
@user @user Antifa = Democrats = Dixiecrats = KKK,Harassment
"@user @user @user @user @user My experience is the gun control activists don't really want a conversation, they want capitulation. The way around that would be to open with proposals to expand gun rights in exchange for whatever is they're looking for. There can't really be a conversation"""" without that""""",Harassment
@user @user May be the cameramen is a Trump supporter. @user Have you checked if he is standing on a rock or so? LMAO 😂 #FakeNewsCNN,Harassment
@user I fucking loved that cat I am so sad,Harassment
@user @user @user @user @user Liberals Don't Appreciate Your Sarcasm. They Thought You Were On Their Side.,Harassment
@user It's fine..... he's gods Prophet 🙄imagine that nowadays... yes officer i did fuck that elementary student BUT its fine bc god said i could....,Harassment
@user Definantly,Harassment
@user I should rephrase that... something went down and she is trying to cover it up with some LAME@USER story about “oh I thought I was in my own house” BULLSH1T! What a obviously blatant lie.,Harassment
@user @user Antifa will sign anything if they’re paid enough.,Harassment
@user Interesting; my interpretation of the piece was that he was speaking tongue-in-cheek in relating his psychiatric condition to the gun qualifications to highlight the ironic and counter-intuitive nature of gun control laws. I thought it was a well balanced insider piece.,Harassment
@user @user DOXX her.  See if she is as Lilly white as she puts on.,Harassment
"@user @user I am trying to make a point. Many people who hate the liberal and ndp party are conservatives. And all conservatives care about is money. They don't have to ruin the environment and discriminate against others because of money""""""""",Harassment
@user @user Funny how the Conservatives didn't like it when one of there's defected but they sure didn't mind when a Liberal defected. Where's there integrity in this?,Harassment
@user Will antifa fill the streets when kavanaugh is confirmed,Harassment
@user I see Antifa as a war on peaceful assembly,Harassment
@user @user what?,Harassment
The Trump Alert System in action. #Trump2020 #TRUMP2020 #MAGA,Harassment
Exactly what the #LeftistLibTards wanted to happen. Try are a #Corrupt and #Miserable Party.,Harassment
@user Personally I prefer my anti-fascism in the form of a non-Newtonian fluid. Oobleck antifa!,Harassment
@user Gutiérrez you are a joke dress as an full,Harassment
@user No doubt progressive Nazi Antifa Liberal Democrats do.,Harassment
Kavanaugh accuser Christine Ford opens door to testifying next week Looking forward to the book  #MAGA #DrainTheSwamp #TermLimits #DitchMitch #PeelPelosi ⁦@USER,Harassment
@user @user @user @user @user So conservatives NEVER get abortions? Were you alive when abortions were illegal? I hear it was a pretty awesome time in history.,Harassment
@user @user Why do liberals shout and hang their mouths open? Slack jaws.,Harassment
@user @user @user @user That makes zero sense as you are conflating biogenic with non biogenic emission sources.,Harassment
@user Ask @user she is there now!,Harassment
@user I'll be looking for you on here election night...make sure you are on Twitter.,Harassment
@user @user Silly Joe! I’m a MAGA Of Society 💯🇺🇸❤️🇺🇸❤️🇺🇸... Feel That👊👊,Harassment
@user @user The Gibraltar people will be hostages in the remaining #Brexit negotiations. Do @user or the @user care? Not a fig!,Harassment
@user It's the ANTIFA gang!,Harassment
@user @user @user @user @user Typical violent antifa... @user hooligans are stalking California causing mayhem.,Harassment
@user @user @user @user @user @user @user @user @user The feeling is mutual sunshine!! You are probably #Antifa,Harassment
"@user @user @user Name them. Who are these conservatives"""" who are driving this dump truck of yours, and when they were passionate about deficits. Name them. Who are they?""""",Harassment
@user And how much is he being paid for this behavior?,Harassment
@user Hogg doesn't  have a clue about life .,Harassment
@user The Liberals backed by the NDP corrupted Ontario's taxpayers with hedgefunders in Ontario and the USA. This is just the beginning of a process to expose these crimes and more is on the way.,Harassment
@user @user You should investigate Antifa's connections to the Nazis.,Harassment
@user Just focus on Price stats when he is behind the plate....😉,Harassment
@user liberals have turned everything into a 3 ring circus.,Harassment
@user @user So what is the problem you are trying to advise of? Can't quite understand what you are trying to say !,Harassment
@user   the U.S. is tying to increase the cost of drugs in Canada and Conservatives are helping him,Harassment
@user Don’t worry your time will come play hard and listen the coach Frost he is a winner a championship coach🏈,Harassment
@user @user @user A few steps to pivot away from China - TPP: TRUMP Pacific Partnership! - Tell US companies to offshore to other countries - Ban products from China that include stolen Intellectual Property - No disclosing IP to do business in China #MAGA @user @user @user,Harassment
@user Like Antifa?,Harassment
@user Yess,Harassment
@user You are an inspiration and fierce! #healthyliving,Harassment
@user Yes. You are! 😄 And your passion for him is lovely...😊,Harassment
@user @user @user @user Antifa gets to stay on twitter but the proud boys are banned. Life isn't fair. Don't be a victim.,Harassment
President Trump is fighting for the American worker and American Jobs! #MAGA,Harassment
@user @user It's too had liberals are exempt from laws.,Harassment
@user @user And what if she is lying? What if Kavanaugh is the victim of a smear and character assassination? What then?,Harassment
@user @user A liter of filter semi-skimmed milk costs 85p per ltr retail in Tesco School children drink about 35 ltr of milk per annum That works out to £30 pa at retail prices - repeat RETAIL There are 1 million kids allowed school milk Parents are being ripped off to the tune of £10 mil,Harassment
@user @user An excuse for conservatives to do nothing.,Harassment
Love our @user #MAGA 🇺🇸❤️,Harassment
@user @user Brilliant effort great step count great that you are targeting more next week 👍,Harassment
@user Pro rate them just as you are the beginning positions.,Harassment
@user Bob is an old man living in the past. He has no idea what the working class has been through. Promises from both the Dems &amp; Rep career politicians with their expensive law degrees and never worked a day in their lives. It took @user to finally listen and take action.,Harassment
"#Tories #Labour #GE2017 #Conservatives Conservatives long-term approach has a number of advantages including the ability to work with our supply chain and landowners to build more homes.  🗨️ Paul Hackett, Chief Executive…",Harassment
@user It seems that @user holds the whip hand when it comes to governing the @user and Brexit.,Harassment
@user i feel attacked 😂,Harassment
@user @user @user @user @user @user @user @user @user @user Already Following!! Fantastic MAGA Patriot!!! 🇺🇸❤️🇺🇸,Harassment
@user @user So proud of the Harper govt for all the good they are doing for Cda today. Good &amp; bad it’s nice to see the liberals give the conservatives mention.,Harassment
@user @user Of course they are.  She either agrees to testify on Mon or they vote on Friday and life moves on until the next obstruction from the lunatic liberals,Harassment
@user @user @user She is a role model Adam you are not!,Harassment
1. the last minute of this video is absolutely priceless 2. facts: “Obama separated 90k kids and there were no protests”  liberals: *silence*,Harassment
@user Graham you are on the wrong side of history.,Harassment
@user @user I think Collins has maybe seen the light given the threats against her from Liberals lately.,Harassment
"This Day in Liberal Judicial Activism—September 17""""  #TCOT #MAGA #RedNationRising""""",Harassment
@user Nah I’m okay lol I’m going to watch On my block until a new season 😍,Harassment
Antifa Caught Off Guard After Getting Confronted By The Last Person They Ever Wanted To Answer Too,Harassment
"@user There is no deal"""" to be made on gun control, knob. The 2nd Amendment is a right that no one can deal away.""""",Harassment
@user Can we please now be honest with ourselves and acknowledge this trans stuff is a mental disorder? And NOT normal human behavior?,Harassment
@user 1 &amp; 7 blocking my way to hap'penis,Harassment
.@USER absolutely right to not propose another referendum.  .@USER are not in power &amp; we are not negotiating.   It’s for @user to make Brexit work; it belongs to them.  If they can’t do that then @user should call a General Election.  Labour are ready.,Harassment
#MAGA Why she not being prosecuted?,Harassment
@user @user @user Plus she is a REAL reporter and has the courage of a platoon of Marines.  SMH.,Harassment
@user Can you blame her for not having her life destroyed by Trump and his cult her children the FBI should do the investigation he is going Federal FBI must be afraid of Trump might get hit by a bus Trump has a book of the ugliest names u can call someone like lying Trumpstard,Harassment
...when Liberals/Democrats punish &amp; slander people for simply being honest and truthful? That's when you know its time to #WalkAway and vote Republican.,Harassment
@user was on 🔥 a brutal match after long time Jeff lost was unexpected. Hope he is fine after the fall❤️😱 #wwe #HIAC,Harassment
@user @user The truth of it is that unless she has evidence than it's only allegations! If there is no proof than it is only 'what she says' against 'what he says'! She doesn't get marks for truthfulness just because she is a woman; because women can lie just as quickly as a man can!,Harassment
@user @user @user @user If the justice system is working against American values then the results of this graph would be a badge of HONOR for our great President and his supporters! Stop the liberals dead in their tracks! #NotBakingYourCake #ProudToLoveJesus,Harassment
@user Football is an all American sport that brings families and communities together.  It also celebrates masculinity. It seems these things are under attack today.,Harassment
@user @user For what? Why are you asking for his arrest?  Liberals being butthurt for 19 months is not an impeachable offense.,Harassment
@user He is Spartacus!!!,Harassment
@user @user @user @user @user @user @user @user @user @user @user @user Yeah ok antifa lover see you in the streets 😉,Harassment
@user @user There is NO PROOF HE DIDN'T but you ASSume he is innocent in the very same way... If you support trump....BAAAAAAAA yourself.,Harassment
@user BO is bitterly PO’d that Donald Trumps presidency has made him look like the bad president that he was.,Harassment
@user now we know tesco's stance on gun control,Harassment
@user Hopefully this kind of outrageous behavior will motivate Senator Collins to vote FOR the appointment of Judge Kavanaugh.  Disgraceful libtards.,Harassment
@user Please tell that to your fellow Soros Lackies of Antifa,Harassment
@user @user Only if Soros says I can!,Harassment
"@user @user @user fash""""&lt;That's a give away phrase for #antifa types, the genuine fascists who want to close down free speech. This [ex-]muslim nails the apologists who are really just providing cover for radical islam.",Harassment
@user now that Bea Arthur had a lovely mud bath and coconut oil rub she is settled in for her bedtime story and loves loves loves your book so much i had to read it three times to her before she would go to bed. We hope you are doing well and feeling better!,Harassment
(Not th@  @user taking a knee has anything 2do w/military but)most #Conservatives hate him far more than they care about #vaterans smh #TrumpsAmerica,Harassment
@user @user @ cooktragic  This NOT good news for either Australian women or Palestine.  It is ridiculous to pretend otherwise.  Our only hope is his election is not successful! Or the abysmal history of women in LNP continues.  He is not a gentleman. In our culture it is 'Ladies First'.,Harassment
@user @user ok with Andrew @user Bully Liar touchy cheat to be kept on as a MP? On £75k? No anti bullying rules? … @user @user @user @user,Harassment
"@user I am trying to make a point. Many people who hate the liberal and ndp party are conservatives. And all conservatives care about is money. They don't have to ruin the environment and discriminate against others because of money""""""""",Harassment
@user Full truth and justice....,Harassment
#MCCASKILL owes back taxes on her private jet! Has it been paid? @user #MAGA #Kavanaugh #ChristinaBlaseyFord #QANON #ThursdayMotivation,Harassment
@user @user And we don't need Levi jeans who just jumped on the gun control band wagon.,Harassment
2019 tours will include flights and hotels.,Harassment
15 concert goers massacred in Missouri with 9mm Ruger P89. The NRA calls gun control research 'unethical'.,Harassment
@user I hope you are at the park.  They are playing rush,Harassment
@user @user Pssst Bono's Ass,Harassment
@user Good thing I watch him online.,Harassment
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Exactly.  From what he is describing it is like two steps forward and three steps back.,Harassment
@user @user @user @user @user #Antifa #AltLeft @user to go with Richard Simmons stalker @user,Harassment
@user He is right,Harassment
@user @user Melting snow flakes,Harassment
@user Spot on again Speedy. Always the victim when things aren’t going her way. Far cry from the Graf’s of the sport even though her stats will suggest she is one of the greats.,Harassment
@user Hey Doug. We had a large amount of contacts recently. We apologize for any inconvenience this may cause you. Are you referring to your tweet about the blue screen crash on PS4?,Harassment
@user antifa getting shot only brings joy,Harassment
@user @user Can you show me gun control organisations that are exclusively trying to take away guns from black people??,Harassment
"@user I've done a thing on immigration, states' rights,  and gun control"""" but no one had input. Lol  To be fair, I should do it in a better setup than a Twitter thread though.""""",Harassment
ANTIFA in Canada demand to be let into a government meeting,Harassment
@user Hillary is a good reason to keep the electoral college.,Harassment
@user @user The definition of snowflake,Harassment
@user @user @user @user You are exposing us 😂😂,Harassment
@user @user Wow more Salinsky tactics,Harassment
@user He is bluffing. He shouldn’t have brought it up.  Now Trump need to insist or say it’s proof he is lying. Trump wins either way.,Harassment
@user Desirable? Give me a woman over 30 anytime over a girl in her 20s anyday. To much to teach them and you can't relate on a higher level. You are beautiful and any man would be lucky to have you.,Harassment
@user @user @user @user @user @user Pedophilia is the worst of all evil,Harassment
@user @user @user who's singular wiped out a number of Lib Dem councils in the North by going into bed with the Conservatives thus losing local election seats.  Now we have him trying to turn over a democratic vote on #Brexit.,Harassment
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Awesome Q meme on that!,Harassment
@user Fun fact: rural areas with extremely high gun ownership rates has nearly-zero homicide rates while urban areas with extreme gun control (low ownership rates) has astronomically high homicide rates. Why is the correlation exactly opposite?,Harassment
@user I'm not so sure.  Only a mild increase in FL with more new Rs than Ds.  Nor in Texas.  NV shows about a +2% increase.   I've been struck by how small a role gun control seems to be playing in this election.,Harassment
@user Well you are and we love you,Harassment
this cant be legal ... Right? #KAG #MAGA,Harassment
@user  love everything you are doing including you yourself. Your voice vibe body sound flow is all awesome and yummy. Will be waiting for the next song u make. Good luck on your journey.,Harassment
@user Didn’t a woman beat her? Huh...,Harassment
@user YOU ARE THE REAL DISNEY PRINCESS,Harassment
@user You’re welcome! Yo! @user and I were holding up a casual tournament watching you. Good shit!,Harassment
"#diversity has become #tribalism. #culturalappropriation is Left's 'unwinding of #America. #tcot #conservatives""""",Harassment
@user He is reprehensible. Him and Durbin.,Harassment
@user Dead party.,Harassment
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user I am a Warrior to Many Gardens💕But without my Country and Children💞Why Garden🙏💕🇺🇸🇺🇸😎,Harassment
@user got Kamara too he is the man,Harassment
@user We should all believe Feinstein because she is so upstanding. She would never hir a spy from China and employee them for over 10 years. She needs to resign. TRADER.,Harassment
@user Liberals ruin everything.,Harassment
@user Yet the number of applications from liberals that were rejected was higher then yours.  You sound salty that the liberals had more people looking for use this program but you guys just had people with worst values.,Harassment
